mean,std,min,max,range,p5,p95,dynamic_range,domain,label,condition,full_condition,file_idx,file_path
0.2297341376543045,0.060287173837423325,0.09889480471611023,0.5786872506141663,0.47979244589805603,0.14972086250782013,0.3396568298339844,0.18993596732616425,domain_C,fault,cold,fault_cold,10,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000010.tiff
0.20912499725818634,0.05591164529323578,0.08275975286960602,0.5805556178092957,0.49779587984085083,0.13735352456569672,0.31290897727012634,0.17555545270442963,domain_C,fault,cold,fault_cold,11,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000011.tiff
0.22933045029640198,0.06780730932950974,0.09623372554779053,0.6739660501480103,0.5777323246002197,0.14427146315574646,0.35388562083244324,0.20961415767669678,domain_C,fault,cold,fault_cold,12,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000012.tiff
0.2169090360403061,0.053091444075107574,0.1100873053073883,0.5047145485877991,0.39462724328041077,0.14510375261306763,0.31597110629081726,0.17086735367774963,domain_C,fault,cold,fault_cold,13,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000013.tiff
0.2295786589384079,0.059954240918159485,0.10277868807315826,0.5532262921333313,0.45044761896133423,0.15310510993003845,0.34520792961120605,0.1921028196811676,domain_C,fault,cold,fault_cold,14,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000014.tiff
0.20667362213134766,0.05107623338699341,0.09864573925733566,0.5162582993507385,0.41761255264282227,0.1397908627986908,0.29850631952285767,0.15871545672416687,domain_C,fault,cold,fault_cold,15,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000015.tiff
0.23057100176811218,0.06706957519054413,0.09142045676708221,0.6428583264350891,0.5514378547668457,0.1452246755361557,0.3507212698459625,0.20549659430980682,domain_C,fault,cold,fault_cold,16,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000016.tiff
0.22735318541526794,0.06460997462272644,0.09925331920385361,0.8483404517173767,0.7490871548652649,0.14595460891723633,0.34764885902404785,0.20169425010681152,domain_C,fault,cold,fault_cold,17,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000017.tiff
0.19886957108974457,0.051259737461805344,0.08587966859340668,0.4968757629394531,0.41099607944488525,0.13048750162124634,0.2904864251613617,0.15999892354011536,domain_C,fault,cold,fault_cold,18,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000018.tiff
0.1911117285490036,0.04246964678168297,0.08765028417110443,0.4268682301044464,0.3392179608345032,0.13315056264400482,0.2664903700351715,0.1333398073911667,domain_C,fault,cold,fault_cold,19,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000019.tiff
0.214649498462677,0.053263191133737564,0.11090969294309616,0.5299279093742371,0.4190182089805603,0.14461785554885864,0.3132810592651367,0.16866320371627808,domain_C,fault,cold,fault_cold,20,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000020.tiff
0.2170431762933731,0.054559119045734406,0.09491116553544998,0.527500569820404,0.43258941173553467,0.14327535033226013,0.3184654712677002,0.17519012093544006,domain_C,fault,cold,fault_cold,21,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000021.tiff
0.20746378600597382,0.04785015061497688,0.1114199087023735,0.5059555768966675,0.3945356607437134,0.1423494517803192,0.2963523268699646,0.15400287508964539,domain_C,fault,cold,fault_cold,22,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000022.tiff
0.21031305193901062,0.05351484194397926,0.09828036278486252,0.5321149826049805,0.43383461236953735,0.14106251299381256,0.3089072108268738,0.16784469783306122,domain_C,fault,cold,fault_cold,23,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000023.tiff
0.1955401450395584,0.04571767523884773,0.10137683898210526,0.42000433802604675,0.3186275064945221,0.13459710776805878,0.280917763710022,0.1463206559419632,domain_C,fault,cold,fault_cold,24,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000024.tiff
0.215849831700325,0.05325326696038246,0.09927035868167877,0.5426487326622009,0.44337838888168335,0.14544907212257385,0.31402459740638733,0.16857552528381348,domain_C,fault,cold,fault_cold,25,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000025.tiff
0.19809196889400482,0.0501653216779232,0.09770326316356659,0.4959101974964142,0.3982069492340088,0.1312146782875061,0.289652943611145,0.15843826532363892,domain_C,fault,cold,fault_cold,26,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000026.tiff
0.18999385833740234,0.04346078261733055,0.09546587616205215,0.4695989191532135,0.37413305044174194,0.1307036429643631,0.2675555348396301,0.13685189187526703,domain_C,fault,cold,fault_cold,27,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000027.tiff
0.21589720249176025,0.058784306049346924,0.10998109728097916,0.6931506991386414,0.5831695795059204,0.14134232699871063,0.32901450991630554,0.1876721829175949,domain_C,fault,cold,fault_cold,28,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000028.tiff
0.22065550088882446,0.05986721068620682,0.09254217147827148,0.5709392428398132,0.47839707136154175,0.1430438607931137,0.3327832818031311,0.1897394210100174,domain_C,fault,cold,fault_cold,29,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000029.tiff
0.2224281281232834,0.054488472640514374,0.10435499250888824,0.5470943450927734,0.4427393674850464,0.14921323955059052,0.32003816962242126,0.17082493007183075,domain_C,fault,cold,fault_cold,30,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000030.tiff
0.23326857388019562,0.06637914478778839,0.10630711913108826,0.6633504629135132,0.5570433139801025,0.14696280658245087,0.3532658815383911,0.20630307495594025,domain_C,fault,cold,fault_cold,31,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000031.tiff
0.20954415202140808,0.056102100759744644,0.09877033531665802,0.578927755355835,0.48015743494033813,0.1380552053451538,0.3135632276535034,0.1755080223083496,domain_C,fault,cold,fault_cold,32,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000032.tiff
0.22321541607379913,0.06312977522611618,0.10338952392339706,0.6746770143508911,0.5712875127792358,0.1443195939064026,0.33776625990867615,0.19344666600227356,domain_C,fault,cold,fault_cold,33,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000033.tiff
0.23406271636486053,0.06029105558991432,0.10547531396150589,0.6088392734527588,0.5033639669418335,0.1531045138835907,0.3422890603542328,0.1891845464706421,domain_C,fault,cold,fault_cold,34,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000034.tiff
0.1907375156879425,0.04721254110336304,0.10248486697673798,0.45708581805229187,0.3546009659767151,0.12991487979888916,0.2830067276954651,0.15309184789657593,domain_C,fault,cold,fault_cold,35,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000035.tiff
0.2269456833600998,0.05974714457988739,0.10871850699186325,0.7290066480636597,0.6202881336212158,0.14989417791366577,0.33914756774902344,0.18925338983535767,domain_C,fault,cold,fault_cold,36,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000036.tiff
0.21382582187652588,0.06584934145212173,0.09159412980079651,0.7621999979019165,0.6706058979034424,0.13028888404369354,0.3372345566749573,0.20694567263126373,domain_C,fault,cold,fault_cold,37,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000037.tiff
0.24999211728572845,0.0655231699347496,0.11814316362142563,0.6781205534934998,0.5599774122238159,0.16562320291996002,0.3695845603942871,0.2039613574743271,domain_C,fault,cold,fault_cold,38,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000038.tiff
0.22348549962043762,0.06264389306306839,0.10285302996635437,0.7638362050056458,0.6609832048416138,0.14533036947250366,0.34131118655204773,0.19598081707954407,domain_C,fault,cold,fault_cold,39,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000039.tiff
0.2253550887107849,0.05826427787542343,0.10320445150136948,0.5534834265708923,0.45027896761894226,0.14963358640670776,0.3349938690662384,0.18536028265953064,domain_C,fault,cold,fault_cold,40,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000040.tiff
0.19158971309661865,0.04772142320871353,0.0928143560886383,0.5054396390914917,0.4126252830028534,0.12859894335269928,0.2770079970359802,0.14840905368328094,domain_C,fault,cold,fault_cold,41,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000041.tiff
0.18842904269695282,0.042441476136446,0.09042692929506302,0.3787855803966522,0.2883586585521698,0.13080333173274994,0.2678182125091553,0.13701488077640533,domain_C,fault,cold,fault_cold,42,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000042.tiff
0.19029909372329712,0.04714721068739891,0.09700111299753189,0.4931553900241852,0.3961542844772339,0.12999358773231506,0.2832801342010498,0.15328654646873474,domain_C,fault,cold,fault_cold,43,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000043.tiff
0.1900106519460678,0.044863369315862656,0.0981655940413475,0.42083367705345154,0.32266807556152344,0.13091272115707397,0.27388572692871094,0.14297300577163696,domain_C,fault,cold,fault_cold,44,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000044.tiff
0.23967741429805756,0.05976353585720062,0.1129358559846878,0.61183762550354,0.4989017844200134,0.16048772633075714,0.3471332788467407,0.18664555251598358,domain_C,fault,cold,fault_cold,45,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000045.tiff
0.21735720336437225,0.058694347739219666,0.09639904648065567,0.6119627356529236,0.5155636668205261,0.13942284882068634,0.3235469162464142,0.18412406742572784,domain_C,fault,cold,fault_cold,46,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000046.tiff
0.22541986405849457,0.061737723648548126,0.10032172501087189,0.8485159873962402,0.7481942772865295,0.14708714187145233,0.33632317185401917,0.18923602998256683,domain_C,fault,cold,fault_cold,47,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000047.tiff
0.20572204887866974,0.0491977259516716,0.09575557708740234,0.5284555554389954,0.432699978351593,0.13861782848834991,0.2952410876750946,0.1566232591867447,domain_C,fault,cold,fault_cold,48,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000048.tiff
0.19052906334400177,0.04389940947294235,0.09889049082994461,0.4240204393863678,0.3251299560070038,0.1316518783569336,0.27106401324272156,0.13941213488578796,domain_C,fault,cold,fault_cold,49,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000049.tiff
0.1906248778104782,0.04587430879473686,0.09036112576723099,0.4466633200645447,0.3563022017478943,0.1292959302663803,0.2726195752620697,0.1433236449956894,domain_C,fault,cold,fault_cold,50,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000050.tiff
0.23733703792095184,0.06012256070971489,0.11304835230112076,0.6282716393470764,0.5152232646942139,0.1573605239391327,0.3470015525817871,0.18964102864265442,domain_C,fault,cold,fault_cold,51,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000051.tiff
0.19710670411586761,0.05162503570318222,0.08831969648599625,0.5282173752784729,0.43989768624305725,0.13021764159202576,0.29553601145744324,0.16531836986541748,domain_C,fault,cold,fault_cold,52,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000052.tiff
0.20030900835990906,0.0515863262116909,0.1003672182559967,0.5340946316719055,0.4337274134159088,0.13337966799736023,0.29406407475471497,0.16068440675735474,domain_C,fault,cold,fault_cold,53,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000053.tiff
0.19089235365390778,0.042471908032894135,0.09977888315916061,0.4249207675457001,0.32514187693595886,0.13207769393920898,0.2650555372238159,0.13297784328460693,domain_C,fault,cold,fault_cold,54,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000054.tiff
0.24594974517822266,0.07033830136060715,0.10985353589057922,0.7623974680900574,0.6525439023971558,0.1539231389760971,0.37515178322792053,0.22122864425182343,domain_C,fault,cold,fault_cold,55,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000055.tiff
0.21743160486221313,0.059248652309179306,0.10198645293712616,0.6121985912322998,0.5102121233940125,0.13929778337478638,0.3260221481323242,0.18672436475753784,domain_C,fault,cold,fault_cold,56,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000056.tiff
0.2258196771144867,0.06673671305179596,0.09599260240793228,0.6707285046577454,0.5747358798980713,0.14334115386009216,0.3495843708515167,0.20624321699142456,domain_C,fault,cold,fault_cold,57,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000057.tiff
0.20994369685649872,0.056865300983190536,0.10068619251251221,0.5776587724685669,0.4769725799560547,0.1379975974559784,0.3133373260498047,0.1753397285938263,domain_C,fault,cold,fault_cold,58,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000058.tiff
0.2079717069864273,0.04947994649410248,0.09884516149759293,0.5060248374938965,0.40717968344688416,0.13970308005809784,0.30016422271728516,0.16046114265918732,domain_C,fault,cold,fault_cold,59,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000059.tiff
0.22750166058540344,0.06012788042426109,0.09953335672616959,0.6103172898292542,0.5107839107513428,0.1469874531030655,0.33717185258865356,0.19018439948558807,domain_C,fault,cold,fault_cold,60,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000060.tiff
0.22133268415927887,0.061192646622657776,0.09483008831739426,0.6746405363082886,0.5798104405403137,0.1451522260904312,0.3346864879131317,0.1895342618227005,domain_C,fault,cold,fault_cold,61,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000061.tiff
0.1983725130558014,0.05093974992632866,0.09402678906917572,0.5252885818481445,0.4312617778778076,0.12990674376487732,0.29118672013282776,0.16127997636795044,domain_C,fault,cold,fault_cold,62,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000062.tiff
0.22100627422332764,0.05585402250289917,0.10252287238836288,0.5585561394691467,0.45603325963020325,0.1468910425901413,0.3234044015407562,0.17651335895061493,domain_C,fault,cold,fault_cold,63,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000063.tiff
0.19391998648643494,0.04645916074514389,0.08956865966320038,0.420737624168396,0.3311689496040344,0.13133487105369568,0.2788563072681427,0.14752143621444702,domain_C,fault,cold,fault_cold,64,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000064.tiff
0.2021959125995636,0.049999672919511795,0.0893879160284996,0.5247945189476013,0.4354065954685211,0.13658583164215088,0.29691821336746216,0.16033238172531128,domain_C,fault,cold,fault_cold,65,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000065.tiff
0.19142639636993408,0.04660307615995407,0.09779100865125656,0.45015424489974976,0.3523632287979126,0.1303594708442688,0.27610817551612854,0.14574870467185974,domain_C,fault,cold,fault_cold,66,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000066.tiff
0.21109461784362793,0.05767495930194855,0.08991315215826035,0.6155129671096802,0.5255998373031616,0.1354002207517624,0.31630071997642517,0.18090049922466278,domain_C,fault,cold,fault_cold,67,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000067.tiff
0.20185068249702454,0.04979611188173294,0.08847793191671371,0.5277518630027771,0.4392739236354828,0.13567295670509338,0.29363927245140076,0.15796631574630737,domain_C,fault,cold,fault_cold,68,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000068.tiff
0.22411246597766876,0.05984660983085632,0.09948847442865372,0.7352888584136963,0.6358003616333008,0.14695005118846893,0.3335498869419098,0.18659983575344086,domain_C,fault,cold,fault_cold,69,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000069.tiff
0.19748754799365997,0.0519731268286705,0.09730667620897293,0.5296480059623718,0.4323413372039795,0.12881147861480713,0.296756386756897,0.16794490814208984,domain_C,fault,cold,fault_cold,70,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000070.tiff
0.20645493268966675,0.05108876898884773,0.10406064242124557,0.5199650526046753,0.4159044027328491,0.13779106736183167,0.30242717266082764,0.16463610529899597,domain_C,fault,cold,fault_cold,71,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000071.tiff
0.2238292396068573,0.06596145033836365,0.09853289276361465,0.8775349259376526,0.7790020108222961,0.1437506377696991,0.34971415996551514,0.20596352219581604,domain_C,fault,cold,fault_cold,72,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000072.tiff
0.19755405187606812,0.05160629376769066,0.09313280880451202,0.5356712937355042,0.4425384998321533,0.12949998676776886,0.2955315113067627,0.16603152453899384,domain_C,fault,cold,fault_cold,73,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000073.tiff
0.22841158509254456,0.059382230043411255,0.09801740944385529,0.5418912172317505,0.4438738226890564,0.1523853987455368,0.3390940725803375,0.18670867383480072,domain_C,fault,cold,fault_cold,74,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000074.tiff
0.19670474529266357,0.051387205719947815,0.0905395969748497,0.5274085998535156,0.4368689954280853,0.12999878823757172,0.29398950934410095,0.16399072110652924,domain_C,fault,cold,fault_cold,75,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000075.tiff
0.21491599082946777,0.058209631592035294,0.10134202241897583,0.5964354276657104,0.4950934052467346,0.13818438351154327,0.3209354877471924,0.1827511042356491,domain_C,fault,cold,fault_cold,76,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000076.tiff
0.20994295179843903,0.057034485042095184,0.08729207515716553,0.5814604163169861,0.49416834115982056,0.1386910378932953,0.31375908851623535,0.17506805062294006,domain_C,fault,cold,fault_cold,77,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000077.tiff
0.22175903618335724,0.054118767380714417,0.09795650094747543,0.551079511642456,0.4531230032444,0.1471191644668579,0.31991761922836304,0.17279845476150513,domain_C,fault,cold,fault_cold,78,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000078.tiff
0.19779154658317566,0.048327356576919556,0.10297801345586777,0.4467324912548065,0.34375447034835815,0.13462038338184357,0.28658509254455566,0.1519647091627121,domain_C,fault,cold,fault_cold,79,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000079.tiff
0.21048490703105927,0.05812983959913254,0.09498324245214462,0.611829400062561,0.5168461799621582,0.13525500893592834,0.3172527253627777,0.18199771642684937,domain_C,fault,cold,fault_cold,80,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000080.tiff
0.21796353161334991,0.06347929686307907,0.0870552584528923,0.7264921069145203,0.6394368410110474,0.1394527107477188,0.3370194137096405,0.1975667029619217,domain_C,fault,cold,fault_cold,81,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000081.tiff
0.2010057419538498,0.04737222194671631,0.10403120517730713,0.5126084685325623,0.4085772633552551,0.13645711541175842,0.28671666979789734,0.15025955438613892,domain_C,fault,cold,fault_cold,82,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000082.tiff
0.19850672781467438,0.04818347841501236,0.08823831379413605,0.442972332239151,0.35473400354385376,0.13371846079826355,0.28827616572380066,0.1545577049255371,domain_C,fault,cold,fault_cold,83,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000083.tiff
0.19892287254333496,0.04842390492558479,0.09558617323637009,0.4605657458305359,0.3649795651435852,0.13421176373958588,0.28714099526405334,0.15292923152446747,domain_C,fault,cold,fault_cold,84,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000084.tiff
0.21682141721248627,0.06363791972398758,0.09338720887899399,0.7739354968070984,0.6805483102798462,0.13675886392593384,0.33779141306877136,0.20103254914283752,domain_C,fault,cold,fault_cold,85,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000085.tiff
0.23546111583709717,0.05825847387313843,0.11734453588724136,0.683310329914093,0.5659657716751099,0.1594374030828476,0.3417348265647888,0.18229742348194122,domain_C,fault,cold,fault_cold,86,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000086.tiff
0.2228260338306427,0.054352086037397385,0.10811973363161087,0.5509139895439148,0.4427942633628845,0.1487870216369629,0.3206556439399719,0.17186862230300903,domain_C,fault,cold,fault_cold,87,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000087.tiff
0.23186710476875305,0.06605254858732224,0.1026262491941452,0.71685791015625,0.6142316460609436,0.1497211754322052,0.35179653763771057,0.20207536220550537,domain_C,fault,cold,fault_cold,88,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000088.tiff
0.22095410525798798,0.05546753108501434,0.09359647333621979,0.5357135534286499,0.4421170949935913,0.14626142382621765,0.3207753002643585,0.17451387643814087,domain_C,fault,cold,fault_cold,89,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000089.tiff
0.2171448916196823,0.060293760150671005,0.10801360011100769,0.6531093716621399,0.5450958013534546,0.1398979127407074,0.3286304175853729,0.18873250484466553,domain_C,fault,cold,fault_cold,90,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000090.tiff
0.22264118492603302,0.05626823753118515,0.10809578001499176,0.5418829917907715,0.4337872266769409,0.14892466366291046,0.3286643624305725,0.17973969876766205,domain_C,fault,cold,fault_cold,91,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000091.tiff
0.2173449546098709,0.052791740745306015,0.11060257256031036,0.525359570980072,0.41475701332092285,0.14675171673297882,0.31329724192619324,0.16654552519321442,domain_C,fault,cold,fault_cold,92,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000092.tiff
0.20743589103221893,0.04877936467528343,0.10315436869859695,0.5216970443725586,0.41854268312454224,0.1419476717710495,0.2957632541656494,0.15381558239459991,domain_C,fault,cold,fault_cold,93,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000093.tiff
0.22837403416633606,0.060070160776376724,0.11156751960515976,0.5580482482910156,0.44648072123527527,0.15076054632663727,0.3406483829021454,0.18988783657550812,domain_C,fault,cold,fault_cold,94,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000094.tiff
0.22693946957588196,0.06012755632400513,0.09508869051933289,0.6440528035163879,0.5489641427993774,0.14753802120685577,0.33761948347091675,0.19008146226406097,domain_C,fault,cold,fault_cold,95,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000095.tiff
0.18920087814331055,0.04183662310242653,0.09045455604791641,0.37968820333480835,0.28923365473747253,0.13161014020442963,0.2665708661079407,0.13496072590351105,domain_C,fault,cold,fault_cold,96,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000096.tiff
0.24807460606098175,0.07244805246591568,0.10338019579648972,0.7931094765663147,0.6897292733192444,0.15340057015419006,0.38156700134277344,0.22816643118858337,domain_C,fault,cold,fault_cold,97,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000097.tiff
0.21622604131698608,0.06844886392354965,0.09123662114143372,0.8121940493583679,0.7209573984146118,0.13194377720355988,0.3478575646877289,0.215913787484169,domain_C,fault,cold,fault_cold,98,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000098.tiff
0.19190365076065063,0.04339303448796272,0.0983976423740387,0.427910178899765,0.3295125365257263,0.13295243680477142,0.2705063819885254,0.13755394518375397,domain_C,fault,cold,fault_cold,99,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000099.tiff
0.207660973072052,0.04939177259802818,0.09539640694856644,0.5054024457931519,0.410006046295166,0.14060819149017334,0.30010491609573364,0.1594967246055603,domain_C,fault,cold,fault_cold,100,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000100.tiff
0.2492300420999527,0.06487222760915756,0.11160173267126083,0.6779703497886658,0.5663686394691467,0.16606618463993073,0.3668738603591919,0.20080767571926117,domain_C,fault,cold,fault_cold,101,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000101.tiff
0.2480343133211136,0.06151191517710686,0.12196411192417145,0.6820874810218811,0.5601233839988708,0.16709373891353607,0.355893611907959,0.1887998729944229,domain_C,fault,cold,fault_cold,102,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000102.tiff
0.22163976728916168,0.05392033979296684,0.09923242032527924,0.5468462705612183,0.44761383533477783,0.14855001866817474,0.3152218163013458,0.16667179763317108,domain_C,fault,cold,fault_cold,103,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000103.tiff
0.23634988069534302,0.06510087102651596,0.09578662365674973,0.6822139024734497,0.5864272713661194,0.15318813920021057,0.35289257764816284,0.19970443844795227,domain_C,fault,cold,fault_cold,104,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000104.tiff
0.21654751896858215,0.05852353945374489,0.10439614951610565,0.5686764121055603,0.46428024768829346,0.14252720773220062,0.32582947611808777,0.18330226838588715,domain_C,fault,cold,fault_cold,105,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000105.tiff
0.2502819001674652,0.06543340533971786,0.11884601414203644,0.7626505494117737,0.6438045501708984,0.16723045706748962,0.3690668046474457,0.20183634757995605,domain_C,fault,cold,fault_cold,106,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000106.tiff
0.1969100385904312,0.04809637367725372,0.08790042996406555,0.44750458002090454,0.359604150056839,0.13163219392299652,0.28485429286956787,0.15322209894657135,domain_C,fault,cold,fault_cold,107,datasets/HDMAP/1000_tiff_minmax/domain_C/test/fault/000107.tiff
